org_base,org_derived,POS,derivation_process_prefix,derivation_process_suffix,base,derived,btd,dtb
Браслава,Браславскый,N.ADJ,nan.nan,.ск,Браслав,Браславск,,ск
Братиславе,Братиславский,N.ADJ,,.ск,Братислав,Братиславск,,ск
Братислав,Братиславскый,N.ADJ,nan.nan,.ск,Братислав,Братиславск,,ск
Бугуруслане,Бугурусланский,N.ADJ,,.ск,Бугуруслан,Бугурусланск,,ск
Бугуруслана,Бугурусланскый,N.ADJ,nan.nan,.ск,Бугуруслан,Бугурусланск,,ск
Бузулуке,Бузулукской,N.ADJ,,.ск,Бузулук,Бузулукск,,ск
Бузулука,Бузулукской,N.ADJ,nan.nan,.ск,Бузулук,Бузулукск,,ск
Булавина,Булавинский,N.ADJ,,.ск,Булавин,Булавинск,,ск
Булавин,Булавинский,N.ADJ,nan.nan,.ск,Булавин,Булавинск,,ск
Бурбоны,Бурбонский,N.ADJ,,.ск,Бурбон,Бурбонск,,ск
Бурбон,Бурбонскый,N.ADJ,nan.nan,.ск,Бурбон,Бурбонск,,ск
Бурков,Бурковский,N.ADJ,,.ск,Бурков,Бурковск,,ск
Буркова,Бурковскый,N.ADJ,nan.nan,.ск,Бурков,Бурковск,,ск
Бухареста,Бухарестской,N.ADJ,,.ск,Бухарест,Бухарестск,,ск
Бухареста,Бухарестский,N.ADJ,nan.nan,.ск,Бухарест,Бухарестск,,ск
Бучин,Бучинский,N.ADJ,,.ск,Бучин,Бучинск,,ск
Бучина,Бучинскый,N.ADJ,nan.nan,.ск,Бучин,Бучинск,,ск
Быкове,Быковской,N.ADJ,,.ск,Быков,Быковск,,ск
Быкова,Быковской,N.ADJ,nan.nan,.ск,Быков,Быковск,,ск
Ванг,Вангской,N.ADJ,,.ск,Ванг,Вангск,,ск
Ванга,Вангской,N.ADJ,nan.nan,.ск,Ванг,Вангск,,ск
Вандома,Вандомской,N.ADJ,,.ск,Вандом,Вандомск,,ск
Вандом,Вандомский,N.ADJ,nan.nan,.ск,Вандом,Вандомск,,ск
Ванкора,Ванкорской,N.ADJ,,.ск,Ванкор,Ванкорск,,ск
Ванкор,Ванкорской,N.ADJ,nan.nan,.ск,Ванкор,Ванкорск,,ск
Васан,Васанский,N.ADJ,,.ск,Васан,Васанск,,ск
Васаны,Васанский,N.ADJ,nan.nan,.ск,Васан,Васанск,,ск
Василево,Василевский,N.ADJ,,.ск,Василев,Василевск,,ск
Василев,Василевский,N.ADJ,nan.nan,.ск,Василев,Василевск,,ск
Ватопеда,Ватопедской,N.ADJ,,.ск,Ватопед,Ватопедск,,ск
Ватопед,Ватопедский,N.ADJ,nan.nan,.ск,Ватопед,Ватопедск,,ск
Введенье,Введенский,N.ADJ,,.ск,Введен,Введенск,,ск
Введенье,Введенской,N.ADJ,nan.nan,.ск,Введен,Введенск,,ск
Вельяминово,Вельяминовский,N.ADJ,,.ск,Вельяминов,Вельяминовск,,ск
Вельяминов,Вельяминовскый,N.ADJ,nan.nan,.ск,Вельяминов,Вельяминовск,,ск
Венсене,Венсенский,N.ADJ,,.ск,Венсен,Венсенск,,ск
Венсен,Венсенский,N.ADJ,nan.nan,.ск,Венсен,Венсенск,,ск
Верден,Верденской,N.ADJ,,.ск,Верден,Верденск,,ск
Верден,Верденский,N.ADJ,nan.nan,.ск,Верден,Верденск,,ск
Верхнекамья,Верхнекамской,N.ADJ,,.ск,Верхнекам,Верхнекамск,,ск
Верхнекамье,Верхнекамской,N.ADJ,nan.nan,.ск,Верхнекам,Верхнекамск,,ск
Верховин,Верховинский,N.ADJ,,.ск,Верховин,Верховинск,,ск
Верховина,Верховинскый,N.ADJ,nan.nan,.ск,Верховин,Верховинск,,ск
Веселов,Веселовский,N.ADJ,,.ск,Веселов,Веселовск,,ск
Веселов,Веселовскый,N.ADJ,nan.nan,.ск,Веселов,Веселовск,,ск
Вешняковы,Вешняковской,N.ADJ,,.ск,Вешняков,Вешняковск,,ск
Вешнякова,Вешняковский,N.ADJ,nan.nan,.ск,Вешняков,Вешняковск,,ск
Вилей,Вилейский,N.ADJ,,.ск,Вилей,Вилейск,,ск
Вилей,Вилейской,N.ADJ,nan.nan,.ск,Вилей,Вилейск,,ск
Виндзора,Виндзорский,N.ADJ,,.ск,Виндзор,Виндзорск,,ск
Виндзор,Виндзорский,N.ADJ,nan.nan,.ск,Виндзор,Виндзорск,,ск
Виноградово,Виноградовский,N.ADJ,,.ск,Виноградов,Виноградовск,,ск
Виноградова,Виноградовский,N.ADJ,nan.nan,.ск,Виноградов,Виноградовск,,ск
Вира,Вирский,N.ADJ,,.ск,Вир,Вирск,,ск
Вир,Вирскый,N.ADJ,nan.nan,.ск,Вир,Вирск,,ск
Висконсина,Висконсинский,N.ADJ,,.ск,Висконсин,Висконсинск,,ск
Висконсина,Висконсинскый,N.ADJ,nan.nan,.ск,Висконсин,Висконсинск,,ск
Витиме,Витимский,N.ADJ,,.ск,Витим,Витимск,,ск
Витима,Витимский,N.ADJ,nan.nan,.ск,Витим,Витимск,,ск
Вифлеема,Вифлеемский,N.ADJ,,.ск,Вифлеем,Вифлеемск,,ск
Вифлеем,Вифлеемский,N.ADJ,nan.nan,.ск,Вифлеем,Вифлеемск,,ск
Вифлием,Вифлиемский,N.ADJ,,.ск,Вифлием,Вифлиемск,,ск
Вифлием,Вифлиемскый,N.ADJ,nan.nan,.ск,Вифлием,Вифлиемск,,ск
Власьев,Власьевской,N.ADJ,,.ск,Власьев,Власьевск,,ск
Власьева,Власьевский,N.ADJ,nan.nan,.ск,Власьев,Власьевск,,ск
Внуково,Внуковский,N.ADJ,,.ск,Внуков,Внуковск,,ск
Внуков,Внуковскый,N.ADJ,nan.nan,.ск,Внуков,Внуковск,,ск
Водлозерья,Водлозерский,N.ADJ,,.ск,Водлозер,Водлозерск,,ск
Водлозера,Водлозерский,N.ADJ,nan.nan,.ск,Водлозер,Водлозерск,,ск
Волноваха,Волновахский,N.ADJ,,.ск,Волновах,Волновахск,,ск
Волноваха,Волновахскый,N.ADJ,nan.nan,.ск,Волновах,Волновахск,,ск
Володар,Володарской,N.ADJ,,.ск,Володар,Володарск,,ск
Володар,Володарский,N.ADJ,nan.nan,.ск,Володар,Володарск,,ск
Воложин,Воложинский,N.ADJ,,.ск,Воложин,Воложинск,,ск
Воложина,Воложинский,N.ADJ,nan.nan,.ск,Воложин,Воложинск,,ск
Волосова,Волосовский,N.ADJ,,.ск,Волосов,Волосовск,,ск
Волосов,Волосовский,N.ADJ,nan.nan,.ск,Волосов,Волосовск,,ск
Волошина,Волошинский,N.ADJ,,.ск,Волошин,Волошинск,,ск
Волошины,Волошинский,N.ADJ,nan.nan,.ск,Волошин,Волошинск,,ск
Ворм,Вормский,N.ADJ,,.ск,Ворм,Вормск,,ск
Ворм,Вормскый,N.ADJ,nan.nan,.ск,Ворм,Вормск,,ск
Воробьева,Воробьевский,N.ADJ,,.ск,Воробьев,Воробьевск,,ск
Воробьева,Воробьевской,N.ADJ,nan.nan,.ск,Воробьев,Воробьевск,,ск
Воронине,Воронинский,N.ADJ,,.ск,Воронин,Воронинск,,ск
Воронина,Воронинский,N.ADJ,nan.nan,.ск,Воронин,Воронинск,,ск
Воронцов,Воронцовский,N.ADJ,,.ск,Воронцов,Воронцовск,,ск
Воронцовы,Воронцовский,N.ADJ,nan.nan,.ск,Воронцов,Воронцовск,,ск
Вот,Вотской,N.ADJ,,.ск,Вот,Вотск,,ск
Вотье,Вотской,N.ADJ,nan.nan,.ск,Вот,Вотск,,ск
Вроцлава,Вроцлавский,N.ADJ,,.ск,Вроцлав,Вроцлавск,,ск
Вроцлав,Вроцлавский,N.ADJ,nan.nan,.ск,Вроцлав,Вроцлавск,,ск
Выге,Выгский,N.ADJ,,.ск,Выг,Выгск,,ск
Выга,Выгский,N.ADJ,nan.nan,.ск,Выг,Выгск,,ск
Вышеград,Вышеградский,N.ADJ,,.ск,Вышеград,Вышеградск,,ск
Вышеграда,Вышеградской,N.ADJ,nan.nan,.ск,Вышеград,Вышеградск,,ск
Гаврилове,Гавриловский,N.ADJ,,.ск,Гаврилов,Гавриловск,,ск
Гавриловы,Гавриловской,N.ADJ,nan.nan,.ск,Гаврилов,Гавриловск,,ск
Гагарин,Гагаринской,N.ADJ,,.ск,Гагарин,Гагаринск,,ск
Гагарины,Гагаринской,N.ADJ,nan.nan,.ск,Гагарин,Гагаринск,,ск
Гагра,Гагрский,N.ADJ,,.ск,Гагр,Гагрск,,ск
Гагр,Гагрскый,N.ADJ,nan.nan,.ск,Гагр,Гагрск,,ск
Газа,Газский,N.ADJ,,.ск,Газ,Газск,,ск
Газа,Газскый,N.ADJ,nan.nan,.ск,Газ,Газск,,ск
Гайсине,Гайсинский,N.ADJ,,.ск,Гайсин,Гайсинск,,ск
Гайсина,Гайсинский,N.ADJ,nan.nan,.ск,Гайсин,Гайсинск,,ск
Галате,Галатской,N.ADJ,,.ск,Галат,Галатск,,ск
Галаты,Галатской,N.ADJ,nan.nan,.ск,Галат,Галатск,,ск
Галкины,Галкинский,N.ADJ,,.ск,Галкин,Галкинск,,ск
Галкина,Галкинскый,N.ADJ,nan.nan,.ск,Галкин,Галкинск,,ск
Гангуте,Гангутской,N.ADJ,,.ск,Гангут,Гангутск,,ск
Гангута,Гангутский,N.ADJ,nan.nan,.ск,Гангут,Гангутск,,ск
Гатчины,Гатчинской,N.ADJ,,.ск,Гатчин,Гатчинск,,ск
Гатчина,Гатчинской,N.ADJ,nan.nan,.ск,Гатчин,Гатчинск,,ск
Гвиана,Гвианский,N.ADJ,,.ск,Гвиан,Гвианск,,ск
Гвиана,Гвианскый,N.ADJ,nan.nan,.ск,Гвиан,Гвианск,,ск
Гдове,Гдовской,N.ADJ,,.ск,Гдов,Гдовск,,ск
Гдова,Гдовский,N.ADJ,nan.nan,.ск,Гдов,Гдовск,,ск
Гибралтар,Гибралтарский,N.ADJ,,.ск,Гибралтар,Гибралтарск,,ск
Гибралтар,Гибралтарской,N.ADJ,nan.nan,.ск,Гибралтар,Гибралтарск,,ск
Гиляне,Гилянской,N.ADJ,,.ск,Гилян,Гилянск,,ск
Гиляна,Гилянской,N.ADJ,nan.nan,.ск,Гилян,Гилянск,,ск
Гилярова,Гиляровский,N.ADJ,,.ск,Гиляров,Гиляровск,,ск
Гиляров,Гиляровскый,N.ADJ,nan.nan,.ск,Гиляров,Гиляровск,,ск
Гладышева,Гладышевский,N.ADJ,,.ск,Гладышев,Гладышевск,,ск
Гладышева,Гладышевскый,N.ADJ,nan.nan,.ск,Гладышев,Гладышевск,,ск
Глазов,Глазовской,N.ADJ,,.ск,Глазов,Глазовск,,ск
Глазов,Глазовский,N.ADJ,nan.nan,.ск,Глазов,Глазовск,,ск
Глазунова,Глазуновский,N.ADJ,,.ск,Глазунов,Глазуновск,,ск
Глазунов,Глазуновский,N.ADJ,nan.nan,.ск,Глазунов,Глазуновск,,ск
Глухово,Глуховской,N.ADJ,,.ск,Глухов,Глуховск,,ск
Глухова,Глуховский,N.ADJ,nan.nan,.ск,Глухов,Глуховск,,ск
Гобустане,Гобустанский,N.ADJ,,.ск,Гобустан,Гобустанск,,ск
Гобустан,Гобустанский,N.ADJ,nan.nan,.ск,Гобустан,Гобустанск,,ск
Голан,Голанский,N.ADJ,,.ск,Голан,Голанск,,ск
Голаны,Голанский,N.ADJ,nan.nan,.ск,Голан,Голанск,,ск
Голубин,Голубинский,N.ADJ,,.ск,Голубин,Голубинск,,ск
Голубин,Голубинскый,N.ADJ,nan.nan,.ск,Голубин,Голубинск,,ск
Горбанева,Горбаневский,N.ADJ,,.ск,Горбанев,Горбаневск,,ск
Горбанев,Горбаневский,N.ADJ,nan.nan,.ск,Горбанев,Горбаневск,,ск
Горбатове,Горбатовский,N.ADJ,,.ск,Горбатов,Горбатовск,,ск
Горбатова,Горбатовский,N.ADJ,nan.nan,.ск,Горбатов,Горбатовск,,ск
Грибанов,Грибановский,N.ADJ,,.ск,Грибанов,Грибановск,,ск
Грибанова,Грибановский,N.ADJ,nan.nan,.ск,Грибанов,Грибановск,,ск
Гринвиче,Гринвичский,N.ADJ,,.ск,Гринвич,Гринвичск,,ск
Гринвича,Гринвичский,N.ADJ,nan.nan,.ск,Гринвич,Гринвичск,,ск
Гродеков,Гродековский,N.ADJ,,.ск,Гродеков,Гродековск,,ск
Гродекова,Гродековскый,N.ADJ,nan.nan,.ск,Гродеков,Гродековск,,ск
Громов,Громовской,N.ADJ,,.ск,Громов,Громовск,,ск
Громова,Громовской,N.ADJ,nan.nan,.ск,Громов,Громовск,,ск
Грязин,Грязинский,N.ADJ,,.ск,Грязин,Грязинск,,ск
Грязин,Грязинскый,N.ADJ,nan.nan,.ск,Грязин,Грязинск,,ск
Гудзона,Гудзонский,N.ADJ,,.ск,Гудзон,Гудзонск,,ск
Гудзон,Гудзонский,N.ADJ,nan.nan,.ск,Гудзон,Гудзонск,,ск
Гундоров,Гундоровский,N.ADJ,,.ск,Гундоров,Гундоровск,,ск
Гундорова,Гундоровский,N.ADJ,nan.nan,.ск,Гундоров,Гундоровск,,ск
Гундяев,Гундяевский,N.ADJ,,.ск,Гундяев,Гундяевск,,ск
