org_base	org_derived	POS	derivation_prefix,deravation_suffix
Арманый	Армана	ADJ.N	
Армавирской	Армавир	ADJ.N	,ск.
Армавирской	Армавира	ADJ.N	,ск.
Арманда	Армандый	N.ADJ	
Армандый	Арманд	ADJ.N	
Армандый	Армандо	ADJ.N	
Арнаутской	Арнаут	ADJ.N	,ск.
Арнаутской	Арнаутской	ADJ.N	
Арн	Арный	N.ADJ	
Арный	Арие	ADJ.N	,н.и
Арин	Арской	N.ADJ	,ин.ск
Арской	Арской	ADJ.N	
Арне	Арний	N.ADJ	
Арний	Арика	ADJ.N	,н.ик
Арика	Ариной	N.ADJ	,к.н
Ариной	Ари	ADJ.N	,ин.
Ари	Арый	N.ADJ	
Арый	Аро	ADJ.N	
Аро	Аренский	N.ADJ	,.нск
Ариана	Арианный	N.ADJ	,.н
Ариана	Арианой	N.ADJ	
Аро	Ароный	N.ADJ	,.н
Арый	Аруша	ADJ.N	,.уш
Арый	Арчик	ADJ.N	,.чик
Арний	Арина	ADJ.N	,н.ин
Арина	Аринный	N.ADJ	,.н
Аринный	Аринина	ADJ.N	,н.ин
Аринный	Аринин	ADJ.N	,н.ин
Аринин	Арининый	N.ADJ	
Арнимый	Арним	ADJ.N	
Арнимый	Арнима	ADJ.N	
Арош	Аршинский	N.ADJ	,.инск
Аррен	Аррен	ADJ.N	
Арсен	Арсений	N.ADJ	
Арсений	Арсений	ADJ.N	
Арсений	Арсе	ADJ.N	,н.
Арсен	Арсеный	N.ADJ	
Арсеный	Арсенина	ADJ.N	,.ин
Арсеньевой	Арсеньево	ADJ.N	
Арсеньево	Арсеньевский	N.ADJ	,.ск
Арсеньевой	Арсеньевой	ADJ.N	
Арсин	Арсиный	N.ADJ	
Арский	Арье	ADJ.N	,ск.
Арт	Артий	N.ADJ	
Артий	Артюша	ADJ.N	,.юш
Артий	Артуша	ADJ.N	,.уш
Артамоновой	Артамоновы	ADJ.N	
Артаньяный	Артаньяна	ADJ.N	
Артеме	Артемовый	N.ADJ	,.в
Артемий	Артемий	ADJ.N	
Артемий	Артемовец	ADJ.N	,.вец
Артемий	Артемушка	ADJ.N	,.ушк
Артемовской	Артемовска	ADJ.N	
Артемьеве	Артемьевый	N.ADJ	
Артемьевый	Артемьевы	ADJ.N	
Арти	Артинский	N.ADJ	,.инск
Артуро	Артуровский	N.ADJ	,.вск
Артуровский	Артуров	ADJ.N	,ск.
Артыбашскый	Артыбаша	ADJ.N	,ск.
Артёмовский	Артёмовска	ADJ.N	
Арутюн	Арутюновой	N.ADJ	,.в
Арутюновой	Арутюнова	ADJ.N	
Архангельск	Архангельскый	N.ADJ	
Архаровой	Архарова	ADJ.N	
Археографической	Археографической	ADJ.N	
Архий	Аршак	ADJ.N	,.ак
Архиповскый	Архипова	ADJ.N	,ск.
Архызе	Архызский	N.ADJ	,.ск
Архызский	Архыз	ADJ.N	,ск.
Арцах	Арцахской	N.ADJ	,.ск
Арцахской	Арцаха	ADJ.N	,ск.
Арцизский	Арциз	ADJ.N	,ск.
Арциховский	Арциховский	ADJ.N	
Аршавине	Аршавиный	N.ADJ	
Аршавскый	Аршава	ADJ.N	,ск.
Аршава	Аршавский	N.ADJ	,.ск
Аршавский	Аршавский	ADJ.N	
Аршавский	Аршавин	ADJ.N	,ск.ин
Арштый	Аршты	ADJ.N	
Асадчий	Асадчие	ADJ.N	,.и
Асгардскый	Асгарда	ADJ.N	,ск.
Асгат	Асгат	ADJ.N	
Асгрим	Асгримый	N.ADJ	
Асеевы	Асеевый	N.ADJ	
Астер	Астровый	N.ADJ	,.ов
Асиа	Асийский	N.ADJ	,.йск
Асийский	Асийский	ADJ.N	
Асиа	Асиной	N.ADJ	,.н
Асим	Асимый	N.ADJ	
Асимый	Асима	ADJ.N	
Асино	Асиний	N.ADJ	
Асиновский	Асиновский	ADJ.N	
Асия	Асийской	N.ADJ	,.йск
Асколи	Аскольский	N.ADJ	,.ьск
Аскольд	Аскольдовой	N.ADJ	,.в
Аскольдовой	Аскольдова	ADJ.N	
Асмолов	Асмоловый	N.ADJ	
Ассии	Ассийский	N.ADJ	,.йск
Аспенской	Аспен	ADJ.N	,ск.
Ассама	Ассамый	N.ADJ	
Ассанже	Ассанжий	N.ADJ	
Ассизе	Ассизский	N.ADJ	,.ск
Аст	Астый	N.ADJ	
Астый	Аста	ADJ.N	
Астаной	Астана	ADJ.N	
Астаной	Астаной	ADJ.N	
Астаной	Астаны	ADJ.N	
Астаны	Астанинский	N.ADJ	,.инск
Астарте	Астарте	ADJ.N	,
Астафьеве	Астафьевый	N.ADJ	
Астафьево	Астафьевской	N.ADJ	,.ск
Астафьевской	Астафьев	ADJ.N	,ск.
Астафьевской	Астафьевской	ADJ.N	
Астахов	Астахов	ADJ.N	
Астаховой	Астаховой	ADJ.N	
Астаховой	Астаховы	ADJ.N	
Астох	Астохской	N.ADJ	,.ск
Астраханскый	Астрахан	ADJ.N	,ск.
Астраханкина	Астраханкиной	N.ADJ	
Астрахань	Астраханский	N.ADJ	,.ск
Астрометрия	Астрометрический	N.ADJ	,.ческ
Асуанской	Асуан	ADJ.N	,ск.
Асуанской	Асуана	ADJ.N	,ск.
Ася	Асин	N.ADJ	,.ин
Аскин	Аскинский	N.ADJ	,.ск
Атакаме	Атакамый	N.ADJ	
Атакамый	Атакама	ADJ.N	
Атамань	Атаманский	N.ADJ	,.ск
Атамекен	Атамекеный	N.ADJ	
Аташ	Аташский	N.ADJ	,.ск
Атбасаре	Атбасарский	N.ADJ	,.ск
Аткарск	Аткарскый	N.ADJ	
Атлантическый	Атлантика	ADJ.N	,еск.
Атырауский	Атырау	ADJ.N	,ск.
Атырау	Атырауской	N.ADJ	,.ск
Атырауской	Атырауской	ADJ.N	
Аугсбурга	Аугсбургский	N.ADJ	,.ск
Аугсбургский	Аугсбург	ADJ.N	,ск.
Аугсбурга	Аугсбургской	N.ADJ	,.ск
Аустерлице	Аустерлицкий	N.ADJ	,.к
Аушеве	Аушевый	N.ADJ	
Афанасьеве	Афанасьевский	N.ADJ	,.ск
Афанасьеве	Афанасьевской	N.ADJ	,.ск
Афанасьевской	Афанасьевской	ADJ.N	
Афанасьевне	Афанасьевной	N.ADJ	
Афанасьевной	Афанасьевна	ADJ.N	
Афи	Афиной	N.ADJ	,.ин
Афиной	Афины	ADJ.N	
Афине	Афиний	N.ADJ	
Афиной	Афина	ADJ.N	
Афиной	Афиной	ADJ.N	
Афик	Афикий	N.ADJ	
Афиноген	Афиноген	ADJ.N	
Афон	Афонской	N.ADJ	,.ск
Афраний	Афраний	ADJ.N	
Африкой	Африкой	ADJ.N	
Аффлек	Аффлек	ADJ.N	
Аха	Ахейский	N.ADJ	,.йск
Аха	Ахий	N.ADJ	
Ахий	Ахатина	ADJ.N	,.атин
Ахий	Ахиш	ADJ.N	,.иш
Ахий	Ашик	ADJ.N	,.ик
Ахалцихе	Ахалцихский	N.ADJ	,.ск
Ахеджак	Ахеджаковой	N.ADJ	,.в
Ахеджаковой	Ахеджакова	ADJ.N	
Ахеменидской	Ахемениды	ADJ.N	,ск.
Ахенский	Ахен	ADJ.N	,ск.
Ахен	Ахенской	N.ADJ	,.ск
Ахзива	Ахзивый	N.ADJ	
Ахмадов	Ахмадовый	N.ADJ	
Ахмадовый	Ахмад	ADJ.N	,в.
Ахмата	Ахматовый	N.ADJ	,.в
Ахматовый	Ахматовы	ADJ.N	
Ахмед	Ахмедовой	N.ADJ	,.в
Ахмета	Ахметовой	N.ADJ	,.в
Ахметовой	Ахметовы	ADJ.N	
Ахметовы	Ахметовской	N.ADJ	,.ск
Ахметовской	Ахметова	ADJ.N	,ск.
Ахриды	Ахридской	N.ADJ	,.ск
Ахрон	Ахроний	N.ADJ	
Ахтубинскый	Ахтубинск	ADJ.N	
Ахтырский	Ахтырский	ADJ.N	
Ахтырской	Ахтырской	ADJ.N	
Аххиявый	Аххиява	ADJ.N	
Ахштырь	Ахштырской	N.ADJ	,.ск
Ацюковский	Ацюковский	ADJ.N	
Ачи	Ачинский	N.ADJ	,.инск
Ачитскый	Ачита	ADJ.N	,ск.
Ачхой	Ачхой	ADJ.N	
Ашдоде	Ашдодский	N.ADJ	,.ск
Аше	Ашаный	N.ADJ	,.ан
Ашем	Ашемый	N.ADJ	
Аши	Аший	N.ADJ	
Аши	Ашинский	N.ADJ	,.инск
Ашинскый	Ашин	ADJ.N	,ск.
Ашкый	Ашиш	ADJ.N	,к.иш
Ашманова	Ашмановской	N.ADJ	,.ск
Аштскый	Ашт	ADJ.N	,ск.
Ащеулов	Ащеуловый	N.ADJ	
Аянскый	Аян	ADJ.N	,ск.
Бабае	Бабаевский	N.ADJ	,.вск
Бабаевскый	Бабаева	ADJ.N	,ск.
Бабаковый	Бабак	ADJ.N	,в.
Бабиевскый	Бабиева	ADJ.N	,ск.
Бабанин	Бабаниный	N.ADJ	
Бабаниный	Бабанина	ADJ.N	
Бабик	Бабицкий	N.ADJ	,к.цк
Баби	Бабиной	N.ADJ	,.ин
Бабо	Бабанский	N.ADJ	,.анск
Баболове	Баболовский	N.ADJ	,.ск
Бабурина	Бабуриной	N.ADJ	
Бабуру	Бабуровой	N.ADJ	,у.в
Бабуровой	Бабур	ADJ.N	,в.
Бабуровой	Бабурова	ADJ.N	
Баварскый	Баварин	ADJ.N	,ск.ин
Бавель	Бавлинский	N.ADJ	,.инск
Багаевской	Багаев	ADJ.N	,ск.
Багамы	Багамский	N.ADJ	,.ск
Багамский	Багама	ADJ.N	,ск.
Баган	Баганский	N.ADJ	,.ск
Баганский	Баганец	ADJ.N	,ск.ц
Багдаде	Багдадской	N.ADJ	,.ск
Багратионовске	Багратионовскый	N.ADJ	
Багратион	Багратионовый	N.ADJ	,.в
Бадаев	Бадаевский	N.ADJ	,.ск
Бадаевскый	Бадаева	ADJ.N	,ск.
Бадигиной	Бадигина	ADJ.N	
Бадии	Бадиной	N.ADJ	,.н
Бадовски	Бадовский	N.ADJ	
Бадовский	Бадовский	ADJ.N	
Бад	Баденский	N.ADJ	,.нск
Баденский	Баден	ADJ.N	,ск.
Бае	Баевский	N.ADJ	,.вск
Баевский	Баевский	ADJ.N	
Баев	Баевый	N.ADJ	
Бажаева	Бажаевый	N.ADJ	
Баженовой	Баженова	ADJ.N	
Бажовскый	Бажов	ADJ.N	,ск.
Бажов	Бажовский	N.ADJ	,.ск
Базаров	Базаровый	N.ADJ	
Базилевскый	Базилев	ADJ.N	,ск.
Базиля	Базилевский	N.ADJ	,.вск
Базилевский	Базилевский	ADJ.N	
Баилово	Баиловской	N.ADJ	,.ск
Баишевскый	Баишев	ADJ.N	,ск.
Баия	Баной	N.ADJ	,и.н
Байбарина	Байбариной	N.ADJ	
Байдар	Байдарский	N.ADJ	,.ск
Байды	Байдинский	N.ADJ	,.инск
Байдинский	Байдин	ADJ.N	,ск.
Байкальский	Байкальска	ADJ.N	
Байкальска	Байкальскый	N.ADJ	
Байкальскый	Байкальск	ADJ.N	
Байкальскый	Байкал	ADJ.N	,ьск.
Баймакской	Баймак	ADJ.N	,ск.
Баймак	Баймакский	N.ADJ	,.ск
Баймакский	Баймака	ADJ.N	,ск.
Байонный	Байон	ADJ.N	,н.
Байрон	Байроный	N.ADJ	
Байрон	байронический	N.ADJ	Б.б,.ическ
Байтин	Байтиной	N.ADJ	
Бакальской	Бакал	ADJ.N	,ьск.
Бакал	Бакалинский	N.ADJ	,.инск
Бакура	Бакурианский	N.ADJ	,.ианск
Бакиева	Бакиевый	N.ADJ	
Бакланий	Бакланка	ADJ.N	,.к
Бакланов	Баклановский	N.ADJ	,.ск
Баклановский	Бакланова	ADJ.N	,ск.
Бакр	Бакр	ADJ.N	
Баксане	Баксанский	N.ADJ	,.ск
Баксанский	Баксан	ADJ.N	,ск.
Баксана	Баксанской	N.ADJ	,.ск
Баксанской	Баксанской	ADJ.N	
Бакулевскый	Бакулев	ADJ.N	,ск.
Бакулев	Бакулевский	N.ADJ	,.ск
Бакулиной	Бакулина	ADJ.N	
Бакунине	Бакуниной	N.ADJ	
Бакчар	Бакчарский	N.ADJ	,.ск
Бако	Баковский	N.ADJ	,.вск
Баковский	Бакова	ADJ.N	,ск.
Бако	Бакый	N.ADJ	
Бакый	Баканка	ADJ.N	,.анк
Балабановой	Балабан	ADJ.N	,в.
Балабановой	Балабаново	ADJ.N	
Балабановой	Балабановой	ADJ.N	
Балаганск	Балаганскый	N.ADJ	
Балаганскый	Балаганска	ADJ.N	
Балагачевой	Балагачевой	ADJ.N	
Балаклава	Балаклавский	N.ADJ	,.ск
Балаклавы	Балаклавской	N.ADJ	,.ск
Балаклавской	Балаклавской	ADJ.N	
Балаково	Балаковской	N.ADJ	,.ск
Баламанде	Баламандской	N.ADJ	,.ск
Баламый	Балама	ADJ.N	
Баланово	Балановский	N.ADJ	,.ск
Балатонской	Балатон	ADJ.N	,ск.
Балатонской	Балатона	ADJ.N	,ск.
Балахнина	Балахнинской	N.ADJ	,.ск
Балаша	Балашовой	N.ADJ	,.в
Балашовой	Балаш	ADJ.N	,в.
Балашиха	Балашихинский	N.ADJ	,.инск
Балашихинский	Балашихинский	ADJ.N	
Балашово	Балашовской	N.ADJ	,.ск
Балашовской	Балашов	ADJ.N	,ск.
Балеары	Балеарский	N.ADJ	,.ск
Балеарский	Балеар	ADJ.N	,ск.
Балее	Балеевский	N.ADJ	,.вск
Балеевский	Балеев	ADJ.N	,ск.
Балезина	Балезинский	N.ADJ	,.ск
Балейскый	Балей	ADJ.N	,ск.
Балиной	Бали	ADJ.N	,ин.
Балицкий	Балицкий	ADJ.N	
Балк	Балк	ADJ.N	
Балканско	Балканскый	N.ADJ	
Балканскый	Балкана	ADJ.N	,ск.
Балкарскый	Балкар	ADJ.N	,ск.
Балковской	Балкова	ADJ.N	,ск.
Балковской	Балковской	ADJ.N	
Балог	Балогый	N.ADJ	
Балте	Балтый	N.ADJ	
Балтийска	Балтийскый	N.ADJ	
Балтийскый	Балтийск	ADJ.N	
Балтикой	Балтикой	ADJ.N	
Балтскый	Балта	ADJ.N	,ск.
Балуев	Балуевский	N.ADJ	,.ск
Балуевский	Балуева	ADJ.N	,ск.
Балх	Балх	ADJ.N	
Бальдур	Бальдур	ADJ.N	
Баля	Балинский	N.ADJ	,.инск
Балинский	Балина	ADJ.N	,ск.
Бальфурскый	Бальфурье	ADJ.N	,ск.
Бамберге	Бамбергский	N.ADJ	,.ск
Банате	Банатский	N.ADJ	,.ск
Бангерский	Бангерский	ADJ.N	
Бандунга	Бандунгской	N.ADJ	,.ск
Бандунгской	Бандунг	ADJ.N	,ск.
Банишевский	Банишевский	ADJ.N	
Банко	Банковой	N.ADJ	,.в
Банье	Баньный	N.ADJ	,.ьн
Бараба	Барабинский	N.ADJ	,.инск
Барабашовскый	Барабашова	ADJ.N	,ск.
Барабинской	Барабинска	ADJ.N	
Барани	Барановский	N.ADJ	,.вск
Барановский	Баранова	ADJ.N	,ск.
Барановы	Барановской	N.ADJ	,.ск
Барановича	Барановичской	N.ADJ	,.ск
Барановичской	Барановка	ADJ.N	,ичск.к
Барани	Баранский	N.ADJ	,.ск
Баранниковой	Баранник	ADJ.N	,в.
Баранниковой	Баранниковой	ADJ.N	
Баранов	Барановый	N.ADJ	
Барановичи	Барановичский	N.ADJ	,.ск
Баранскый	Баранец	ADJ.N	,ск.ц
Барболин	Барболиный	N.ADJ	
Барвенково	Барвенковский	N.ADJ	,.ск
Баргузине	Баргузинский	N.ADJ	,.ск
Баргузин	Баргузинской	N.ADJ	,.ск
Бардем	Бардемый	N.ADJ	
Барди	Бардый	N.ADJ	
Бардий	Бардин	ADJ.N	,.ин
Баренц	Баренцевый	N.ADJ	,.в
Баренц	Баренцовый	N.ADJ	,.в
Бари	Барый	N.ADJ	
Барый	Барка	ADJ.N	,.к
Барка	Барковский	N.ADJ	,.вск
Барковский	Барковец	ADJ.N	,ск.ц
Барковский	Баркова	ADJ.N	,ск.
Бариновой	Баринова	ADJ.N	
Бариновой	Бариновой	ADJ.N	
Барик	Барицкий	N.ADJ	,к.цк
Баркли	Барклый	N.ADJ	
Барна	Барный	N.ADJ	
Барный	Барнье	ADJ.N	
Барный	Барнета	ADJ.N	,.т
Барнаульскый	Барнаул	ADJ.N	,ьск.
