form,lemma,upos,feats
translated,translate,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}"
includes,include,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
trigger,trigger,VERB,{'VerbForm': 'Inf'}
identified,identify,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
noted,note,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
occur,occur,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
feel,feel,VERB,{'VerbForm': 'Inf'}
pronounced,pronounce,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
identified,identify,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
differentiate,differentiate,VERB,{'VerbForm': 'Inf'}
calls,call,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
translated,translate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
gather,gather,VERB,{'VerbForm': 'Inf'}
based,base,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
considered,consider,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
adopted,adopt,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
proposed,propose,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
reviews,review,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
identifies,identify,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
choose,choose,VERB,{'VerbForm': 'Inf'}
distinguish,distinguish,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
known,know,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
satisfy,satisfy,VERB,{'VerbForm': 'Inf'}
know,know,VERB,{'VerbForm': 'Inf'}
utilize,utilize,VERB,{'VerbForm': 'Inf'}
guide,guide,VERB,{'VerbForm': 'Inf'}
identified,identify,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
enjoy,enjoy,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
known,know,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
offers,offer,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
use,use,VERB,{'VerbForm': 'Inf'}
assessed,assess,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
mimic,mimic,VERB,{'VerbForm': 'Inf'}
mimic,mimic,VERB,{'VerbForm': 'Inf'}
live,live,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
polluted,pollute,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
use,use,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
inflating,inflate,VERB,{'VerbForm': 'Ger'}
known,know,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
occur,occur,VERB,{'VerbForm': 'Inf'}
reduces,reduce,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
diminishes,diminish,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
distinguish,distinguish,VERB,{'VerbForm': 'Inf'}
deceiving,deceive,VERB,{'VerbForm': 'Ger'}
set,set,VERB,{'VerbForm': 'Inf'}
guarantee,guarantee,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
taking,take,VERB,{'VerbForm': 'Ger'}
mimic,mimic,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
ensure,ensure,VERB,{'VerbForm': 'Inf'}
taken,take,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
are,be,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
set,set,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
advocate,advocate,VERB,{'VerbForm': 'Inf'}
had,have,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
intended,intend,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
muddying,muddy,VERB,{'VerbForm': 'Ger'}
misleading,mislead,VERB,{'VerbForm': 'Ger'}
thinking,think,VERB,{'VerbForm': 'Ger'}
speaks,speak,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
issued,issue,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
condemning,condemn,VERB,{'VerbForm': 'Ger'}
mistook,mistake,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
united,unite,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
has,have,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
expected,expect,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
reflect,reflect,VERB,{'VerbForm': 'Inf'}
give,give,VERB,{'VerbForm': 'Inf'}
allows,allow,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
encourages,encourage,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
speaks,speak,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
introduces,introduce,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
involved,involve,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
produce,produce,VERB,{'VerbForm': 'Inf'}
mimicking,mimick,VERB,{'VerbForm': 'Ger'}
reviewed,review,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
promoting,promote,VERB,{'VerbForm': 'Ger'}
hoped,hope,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
leverage,leverage,VERB,{'VerbForm': 'Inf'}
endow,endow,VERB,{'VerbForm': 'Inf'}
uncovered,uncover,VERB,"{'Polarity': 'Neg', 'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
published,publish,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
enhanced,enhance,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
diminished,diminish,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
growing,grow,VERB,{'VerbForm': 'Ger'}
called,call,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
publish,publish,VERB,{'VerbForm': 'Inf'}
has,have,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
making,make,VERB,{'VerbForm': 'Ger'}
reviewed,review,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
appear,appear,VERB,{'VerbForm': 'Inf'}
work,work,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
are,be,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
appears,appear,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
expected,expect,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
pay,pay,VERB,{'VerbForm': 'Inf'}
appear,appear,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
engaged,engage,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
published,publish,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
linking,link,VERB,{'VerbForm': 'Ger'}
questioning,question,VERB,{'VerbForm': 'Ger'}
decided,decide,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
add,add,VERB,{'VerbForm': 'Inf'}
surrounding,surround,VERB,{'VerbForm': 'Ger'}
indicates,indicate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
make,make,VERB,{'VerbForm': 'Inf'}
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
assessing,assess,VERB,{'VerbForm': 'Ger'}
expect,expect,VERB,{'VerbForm': 'Inf'}
make,make,VERB,{'VerbForm': 'Inf'}
lowered,lower,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
blame,blame,VERB,{'VerbForm': 'Inf'}
discount,discount,VERB,{'VerbForm': 'Inf'}
note,note,VERB,{'VerbForm': 'Inf'}
published,publish,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
stem,stem,VERB,{'VerbForm': 'Inf'}
result,result,VERB,{'VerbForm': 'Inf'}
game,game,VERB,{'VerbForm': 'Inf'}
put,put,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
track,track,VERB,{'VerbForm': 'Inf'}
consider,consider,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
credentialing,credential,VERB,{'VerbForm': 'Ger'}
exist,exist,VERB,{'VerbForm': 'Inf'}
credential,credential,VERB,{'VerbForm': 'Inf'}
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
come,come,VERB,{'VerbForm': 'Inf'}
creating,create,VERB,{'VerbForm': 'Ger'}
inflate,inflate,VERB,{'VerbForm': 'Inf'}
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
inflate,inflate,VERB,{'VerbForm': 'Inf'}
increasing,increase,VERB,{'VerbForm': 'Ger'}
bringing,bring,VERB,{'VerbForm': 'Ger'}
attracting,attract,VERB,{'VerbForm': 'Ger'}
assess,assess,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
manipulated,manipulate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
exist,exist,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
take,take,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
attempted,attempt,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
boost,boost,VERB,{'VerbForm': 'Inf'}
urging,urge,VERB,{'VerbForm': 'Ger'}
cite,cite,VERB,{'VerbForm': 'Inf'}
investigate,investigate,VERB,{'VerbForm': 'Inf'}
try,try,VERB,{'VerbForm': 'Inf'}
keep,keep,VERB,{'VerbForm': 'Inf'}
protect,protect,VERB,{'VerbForm': 'Inf'}
involve,involve,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
working,work,VERB,{'VerbForm': 'Ger'}
proposing,propose,VERB,{'VerbForm': 'Ger'}
made,make,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
recurring,recur,VERB,"{'Typo': 'Yes', 'VerbForm': 'Ger'}"
suggest,suggest,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
has,have,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
improving,improve,VERB,{'VerbForm': 'Ger'}
perceive,perceive,VERB,{'VerbForm': 'Inf'}
do,do,VERB,{'VerbForm': 'Inf'}
investigate,investigate,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
suggest,suggest,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
improve,improve,VERB,{'VerbForm': 'Inf'}
improve,improve,VERB,{'VerbForm': 'Inf'}
better,better,VERB,{'VerbForm': 'Inf'}
considering,consider,VERB,{'VerbForm': 'Ger'}
maintaining,maintain,VERB,{'VerbForm': 'Ger'}
acquire,acquire,VERB,{'VerbForm': 'Inf'}
focuses,focus,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
proposing,propose,VERB,{'VerbForm': 'Ger'}
suggests,suggest,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
increasing,increase,VERB,{'VerbForm': 'Ger'}
establish,establish,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
done,do,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
gain,gain,VERB,{'VerbForm': 'Inf'}
win,win,VERB,{'VerbForm': 'Inf'}
aim,aim,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
investigate,investigate,VERB,{'VerbForm': 'Inf'}
integrates,integrate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
highlighting,highlight,VERB,{'VerbForm': 'Ger'}
involve,involve,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
involving,involve,VERB,{'VerbForm': 'Ger'}
solving,solve,VERB,{'VerbForm': 'Ger'}
combines,combine,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
collects,collect,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
based,base,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
proposed,propose,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
conducted,conduct,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
participating,participate,VERB,{'VerbForm': 'Ger'}
identify,identify,VERB,{'VerbForm': 'Inf'}
performed,perform,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}"
measures,measure,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
consisted,consist,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
using,use,VERB,{'VerbForm': 'Ger'}
consisted,consist,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
divided,divide,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
participated,participate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
evaluated,evaluate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
using,use,VERB,{'VerbForm': 'Ger'}
integrates,integrate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
allows,allow,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
offers,offer,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
monitoring,monitor,VERB,{'VerbForm': 'Ger'}
have,have,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
measured,measure,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
performed,perform,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
based,base,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
paired,pair,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
obtained,obtain,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
obtained,obtain,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
had,have,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
indicates,indicate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
reveals,reveal,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
participating,participate,VERB,{'VerbForm': 'Ger'}
reported,report,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
involve,involve,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
recognize,recognize,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
plan,plan,VERB,{'VerbForm': 'Inf'}
realize,realize,VERB,{'VerbForm': 'Inf'}
sustain,sustain,VERB,{'VerbForm': 'Inf'}
observed,observe,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
emphasizing,emphasize,VERB,{'VerbForm': 'Ger'}
sustain,sustain,VERB,{'VerbForm': 'Inf'}
conclude,conclude,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
based,base,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
offers,offer,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
has,have,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
connected,connect,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
denoted,denote,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
denoted,denote,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
denoted,denote,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
have,have,VERB,{'VerbForm': 'Inf'}
makes,make,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
follows,follow,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
exist,exist,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
sound,sound,VERB,{'VerbForm': 'Inf'}
are,be,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
present,present,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
spoken,speak,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
find,find,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
suggesting,suggest,VERB,{'VerbForm': 'Ger'}
used,use,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
heard,hear,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
said,say,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
are,be,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
made,make,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
show,show,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
admit,admit,VERB,{'VerbForm': 'Inf'}
find,find,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
pronounced,pronounce,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
show,show,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
meets,meet,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
learnt,learn,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
presumed,presume,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
find,find,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
show,show,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
calibrated,calibrate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
show,show,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
address,address,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
have,have,VERB,{'VerbForm': 'Inf'}
observe,observe,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
fulfils,fulfil,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
shared,share,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
propose,propose,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
constrained,constrain,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
consider,consider,VERB,"{'Mood': 'Imp', 'Person': '2', 'VerbForm': 'Fin'}"
makes,make,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
utters,utter,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
followed,follow,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
initiated,initiate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
initiated,initiate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
initiated,initiate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
signals,signal,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
is,be,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
leaves,leave,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
show,show,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
spoken,speak,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
spoken,speak,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
show,show,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
identify,identify,VERB,{'VerbForm': 'Inf'}
gives,give,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
making,make,VERB,{'VerbForm': 'Ger'}
initiated,initiate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
identified,identify,VERB,"{'Tense': 'Past', 'VerbForm': 'Part', 'Voice': 'Pass'}"
spoken,speak,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
investigated,investigate,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin'}"
show,show,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
leads,lead,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
driving,drive,VERB,{'VerbForm': 'Ger'}
compiling,compile,VERB,{'VerbForm': 'Ger'}
published,publish,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
found,find,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}"
initiated,initiate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
appears,appear,VERB,"{'Mood': 'Ind', 'Number': 'Sing', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin'}"
study,study,VERB,{'VerbForm': 'Inf'}
examining,examine,VERB,{'VerbForm': 'Ger'}
collected,collect,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}"
occurring,occur,VERB,{'VerbForm': 'Ger'}
varying,vary,VERB,{'VerbForm': 'Ger'}
studied,study,VERB,"{'Mood': 'Ind', 'Number': 'Plur', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin'}"
initiated,initiate,VERB,"{'Tense': 'Past', 'VerbForm': 'Part'}"
