form,lemma,upos,feats,frequency,Log_Freq_HAL,I_Mean_RT,qLen
speaks,speak,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.029,771.0964180241461,6
issued,issue,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.4533,780.401564807625,6
condemning,condemn,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6721,793.0282465294484,10
mistook,mistake,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9031,789.2945503213824,7
expected,expect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",13,3.2297,767.8524663836315,8
allows,allow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,2.4472,780.5001602486172,6
encourages,encourage,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.5185,795.5109120600067,10
introduces,introduce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.5051,795.7274987664487,10
involved,involve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",14,3.5398,762.8402620800762,8
mimicking,mimick,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
reviewed,review,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.1271,785.6739964226517,8
hoped,hope,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9196,772.864670687187,5
leverage,leverage,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1461,785.3668958687415,8
endow,endow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0792,802.6114001301514,5
uncovered,uncover,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.1173,785.8323956557211,9
published,publish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",27,2.5658,778.5832062647357,9
diminished,diminish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.8062,790.8607631463244,10
growing,grow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",13,3.1841,768.589507713016,7
publish,publish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.4166,780.9947537722832,7
appear,appear,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",13,3.0766,770.3270503206659,6
work,work,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",27,4.6096,745.5488845762274,4
appears,appear,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.0314,771.0576263752312,7
pay,pay,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",15,4.1135,753.567441670693,3
engaged,engage,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.1232,769.5738458042334,7
linking,link,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.8325,790.4356713269646,7
questioning,question,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.716,776.1554955701404,11
decided,decide,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",18,3.6553,760.9734139760432,7
add,add,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",32,3.2271,767.8944906699561,3
surrounding,surround,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.2856,783.1121312755587,11
indicates,indicate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.444,780.5518824471706,9
assessing,assess,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,1.4472,796.6633472965224,9
expect,expect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,3.7243,759.8581540697377,6
lowered,lower,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9731,788.1631272280291,7
blame,blame,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.477,763.8553102266847,5
discount,discount,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3874,781.466718834082,8
note,note,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",10,3.4365,764.5099193021248,4
stem,stem,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0607,786.7472320426326,4
game,game,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,4.0765,754.1654795914656,4
put,put,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",68,4.6258,745.2870409460513,3
track,track,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.4539,764.2286798474912,5
consider,consider,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",20,3.4276,764.6537716668512,8
credentialing,credential,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,13
credential,credential,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
come,come,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",57,12.355,620.3585356153834,4
inflate,inflate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.415,797.1838019194649,7
increasing,increase,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.2122,784.298509204875,10
bringing,bring,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,3.3585,765.7706478918614,8
attracting,attract,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.7709,791.4313236491155,10
manipulated,manipulate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9731,788.1631272280291,11
attempted,attempt,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.5944,778.1209391151657,9
boost,boost,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3636,781.8514026858221,5
urging,urge,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7559,791.6737714548341,6
cite,cite,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6902,792.7356928438815,4
try,try,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",38,4.3859,749.1645895188437,3
keep,keep,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",35,4.5545,746.439476182567,4
working,work,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",23,4.1064,753.6822002987332,7
made,make,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",85,4.4568,748.0186195571472,4
recurring,recur,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.7782,791.3133323836657,9
suggest,suggest,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",11,3.3015,766.6919495535919,7
improving,improve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.0792,786.4482130822463,9
perceive,perceive,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8751,789.7471195587237,8
better,better,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,4.6074,745.5844435877327,6
considering,consider,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.9886,771.7494107808815,11
maintaining,maintain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9777,788.0887765676086,11
acquire,acquire,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1335,785.5705520255451,7
focuses,focus,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,1.2553,799.7650628910153,7
suggests,suggest,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,2.4099,781.1030471255042,8
done,do,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",27,4.3934,749.0433656159844,4
gain,gain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.8457,774.0591302100271,4
win,win,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.8368,758.0397955268484,3
aim,aim,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.8802,773.5015002568744,3
integrates,integrate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.6021,810.3228566707069,10
highlighting,highlight,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.1139,802.0505375395891,12
solving,solve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0531,786.8700722641967,7
combines,combine,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4472,796.6633472965224,8
collects,collect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,1.959,788.3910281654046,8
participating,participate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,1.8633,789.937845165889,13
measures,measure,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.4298,780.7813997032508,8
consisted,consist,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.4624,796.4176668533942,9
divided,divide,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.3579,781.9435328519952,7
participated,participate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.8573,790.0348242881764,12
monitoring,monitor,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3636,781.8514026858221,10
measured,measure,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,2.1614,785.1195991069085,8
paired,pair,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5315,795.300790628384,6
obtained,obtain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,2.0934,786.2186958261661,8
reveals,reveal,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.0,787.7283374964404,7
reported,report,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,2.8876,773.3818926727199,8
recognize,recognize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.2433,767.6326470397801,9
plan,plan,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.8712,757.4837818924004,4
realize,realize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,3.6056,761.776724372324,7
sustain,sustain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.1367,785.5188298269918,7
observed,observe,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",15,2.2989,782.8971608878215,8
emphasizing,emphasize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.699,808.7566438457649,11
conclude,conclude,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.1072,785.995643844905,8
denoted,denote,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,6.597,713.4261666372208,7
makes,make,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",23,4.0898,753.9505092037284,5
sound,sound,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.8642,757.5969242017358,5
spoken,speak,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",10,3.0056,771.4746366010671,6
find,find,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",62,4.6272,745.2644124841843,4
suggesting,suggest,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.7419,775.7368690255996,10
heard,hear,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",13,4.2961,750.6160437157456,5
said,say,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",137,4.7523,743.2423977844913,4
show,show,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",40,4.3963,748.9964923735455,4
admit,admit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.48,763.806820665541,5
meets,meet,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6776,776.77616195278,5
learnt,learn,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,6
presumed,presume,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.7924,791.0838151275855,8
calibrated,calibrate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3979,797.4601924179841,10
address,address,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.426,764.6796327661278,7
observe,observe,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.699,776.4302697499547,7
fulfils,fulfil,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
shared,share,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,2.7284,775.9550720507464,6
propose,propose,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.8222,774.4389651056529,7
constrained,constrain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1139,802.0505375395891,11
utters,utter,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,6
initiated,initiate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,2.0374,787.1238343008488,9
signals,signal,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6875,776.6161464010057,7
leaves,leave,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.3649,765.6672034947547,6
gives,give,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",15,3.5173,763.203933788654,5
leads,lead,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.0043,771.4956487442294,5
driving,drive,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.5776,762.2292936096654,7
compiling,compile,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2788,799.3852279953895,9
found,find,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",50,4.3053,750.4673423949049,5
examining,examine,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,1.9868,787.9416915654728,9
occurring,occur,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.6232,793.8186263760911,9
varying,vary,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5563,794.8999435895959,7
studied,study,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",11,2.7619,775.4136052846416,7
produces,produce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.1303,785.6222742240984,8
aims,aim,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,1.7853,791.1985737556256,4
solve,solve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.9978,771.6007094600408,5
mark,mark,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,11.548,633.4022275630429,4
pursue,pursue,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.5159,779.3897492984262,6
derived,derive,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.7324,792.0536063504599,7
exclude,exclude,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.716,792.3186826180455,7
hypothesized,hypothesize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.6021,810.3228566707069,12
posited,posit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
supported,support,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,2.2718,783.3351832568198,9
was,be,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",45,5.46,731.8037103106889,3
be,be,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",34,5.467,731.6905680013535,2
seem,seem,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",19,3.8532,757.7747192592627,4
limited,limit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.7497,775.610796166626,7
serves,serve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.5051,779.5643117185435,6
needs,need,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",12,3.9138,756.7952301241597,5
included,include,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",10,2.5832,778.3019668101022,8
need,need,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",49,4.8198,742.1513826587577,4
include,include,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",14,2.7551,775.5235149565673,7
increase,increase,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,2.6405,777.3758161922573,8
document,document,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,2.7126,776.2104504061033,8
emerges,emerge,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.5682,794.7076016637259,7
resulted,result,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.7853,791.1985737556256,8
needed,need,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",19,3.683,760.5256936948161,6
reporting,report,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7709,775.2681366012104,9
impact,impact,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6821,776.7034276110644,6
demonstrating,demonstrate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7853,791.1985737556256,13
responded,respond,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.143,785.41700174859,9
answered,answer,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.8899,773.3447173425097,8
attempting,attempt,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.3118,782.6886557749036,10
please,please,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,4.7493,743.290887345635,6
respond,respond,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,2.8573,773.8716372402714,7
picked,pick,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,3.5484,762.7012586714642,6
became,become,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",30,3.3867,765.3148460171104,6
accustomed,accustom,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.1761,784.8820002573043,10
playing,play,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",13,3.876,757.4061985945705,7
prove,prove,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.5552,762.5913489995385,5
expressed,express,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.2227,784.128795740872,9
indicated,indicate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.3096,782.724214786409,9
speaking,speak,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.5522,762.6398385606822,8
demonstrate,demonstrate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.3784,781.6121875175131,11
differing,differ,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.0414,803.2223686005622,9
busted,bust,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.0678,770.4692863666874,6
developing,develop,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.4579,780.3272141472047,10
segmented,segment,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,9
survive,survive,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.187,768.5426344705771,7
depends,depend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,3.1638,768.9176204100885,7
seems,seem,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",18,3.9318,756.5042927572974,5
contain,contain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.4928,779.7631189192329,7
concerning,concern,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.3997,781.2679116333927,10
emitting,emit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.1461,801.5300829166465,8
leading,lead,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",12,3.0273,771.1238954421275,7
grouped,group,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9031,805.4577373692875,7
depending,depend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",12,2.4871,779.8552490854058,9
heating,heat,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1399,785.4671076284385,7
cooling,cool,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0531,786.8700722641967,7
lighting,light,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.5105,779.4770305084849,8
operating,operate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.7657,775.3521851738595,9
consume,consume,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0253,787.3194088641284,7
plays,play,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,3.1824,768.6169851309975,5
consumes,consume,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5682,794.7076016637259,8
generated,generate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,1.8325,790.4356713269646,9
estimated,estimate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,2.1553,785.2181945479008,9
improves,improve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.5185,795.5109120600067,8
end,end,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,4.1323,753.2635737541924,3
choosing,choose,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.4425,780.5761272277424,8
cause,cause,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,4.199,752.1854891780972,5
allow,allow,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",12,3.3549,765.8288353652339,5
decrease,decrease,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.7853,791.1985737556256,8
containing,contain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.1139,785.8873504916841,10
disposed,dispose,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9494,788.5461947610644,8
released,release,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,2.946,772.4379625491222,8
breaks,break,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.9827,771.8447735844641,6
goes,go,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",15,4.0446,754.6810852582937,4
emits,emit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,5
interacts,interact,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0414,803.2223686005622,9
generate,generate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.0969,786.1621246714984,8
produced,produce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,2.4298,780.7813997032508,8
prolonged,prolong,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.7482,791.7982279951029,9
repeated,repeat,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.1584,785.1680886680523,8
compared,compare,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,2.7308,775.9162804018314,8
innovating,innovate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
recycling,recycle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
testing,test,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.8876,773.3818926727199,7
presented,present,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.4713,780.1106274407628,9
describe,describe,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",11,2.938,772.5672680455054,8
applying,apply,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,2.2672,783.4095339172402,8
generating,generate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.6435,793.4905136790186,10
involves,involve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.4082,781.1305245434855,8
introducing,introduce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3096,782.724214786409,11
trying,try,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",26,4.3589,749.6009955691371,6
test,test,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,3.6324,761.3435509594402,4
associated,associate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.3032,782.8276591835156,10
reproduce,reproduce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.9031,789.2945503213824,9
apply,apply,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",12,2.8055,774.7088903293529,5
designing,design,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9031,789.2945503213824,9
introduce,introduce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.2485,767.5485984671309,9
formalized,formalize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.699,808.7566438457649,10
oriented,orient,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,1.4472,796.6633472965224,8
obtain,obtain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.281,783.1864819359791,6
decide,decide,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,3.4103,764.93339480278,6
capture,capture,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.7332,775.8774887529164,7
mutated,mutate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
interweave,interweave,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,4.466,747.8699182363065,10
generates,generate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4314,796.9187256518792,9
exchanges,exchange,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.3979,797.4601924179841,9
simulates,simulate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
checking,check,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.2193,768.0205635289298,8
introduced,introduce,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.7738,775.2212633587715,10
modifying,modify,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9542,804.6317985111396,9
recovering,recover,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1931,784.6072260774899,10
simplified,simplify,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.0792,802.6114001301514,10
registering,register,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6902,792.7356928438815,11
receive,receive,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.9969,771.6152563283838,7
drawn,draw,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.7348,775.8516276536398,5
manipulating,manipulate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.8692,789.8424823623064,12
carry,carry,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",13,3.5266,763.0536161491085,5
reparcelling,reparcel,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,12
reunify,reunify,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
affected,affect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,2.5391,779.0147633589148,8
causes,cause,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.705,776.3332906276673,6
resulting,result,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.9085,789.2072691113237,9
cover,cover,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",9,3.6821,760.5402405631593,5
tested,test,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,2.7308,775.9162804018314,6
intend,intend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.0734,770.3787725192191,6
